complaint_id,encounter_record_id,patient_visit_id,hospital_id,hospital_name,complaint_datetime,service_area,source,formal_complaint_flag,complaint_theme,complaint_text,sentiment,urgency,resolution_status,daily_average_wait_minutes,daily_critical_wait_share_pct,source_system,synthetic_flag
CMP0000447,EN001150,,KPJ_01,JCORP Specialist Hospital,2025-07-19 19:46:00,Emergency Department,Facebook,False,Billing,The payment process took too long.,Negative,Medium,Not Applicable,28.01,2.6,Patient Experience System,True
CMP0000448,EN001155,,KPJ_01,JCORP Specialist Hospital,2025-07-20 19:43:00,Inpatient Wards,Facebook,False,Poor Communication,The delay was not explained clearly.,Negative,High,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000449,EN001155,,KPJ_01,JCORP Specialist Hospital,2025-07-20 12:54:00,Inpatient Wards,Facebook,False,Facility Condition,The facility condition could be improved.,Negative,Low,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000450,EN001158,,KPJ_01,JCORP Specialist Hospital,2025-07-21 15:51:00,Inpatient Wards,Formal Complaint Form,True,Facility Condition,The waiting area was not comfortable.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000451,EN001160,VIS00153163,KPJ_01,JCORP Specialist Hospital,2025-07-22 08:58:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 20 minutes.,Negative,High,Resolved,34.18,0.0,Patient Experience System,True
CMP0000452,EN001166,VIS00154046,KPJ_01,JCORP Specialist Hospital,2025-07-24 14:29:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 44 minutes.,Negative,Medium,Resolved,34.94,0.0,Patient Experience System,True
CMP0000453,EN001169,VIS00154387,KPJ_01,JCORP Specialist Hospital,2025-07-25 17:33:00,Outpatient Department,Patient Portal,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 29 minutes.,Negative,High,Resolved,34.22,0.0,Patient Experience System,True
CMP0000454,EN001174,VIS00155015,KPJ_01,JCORP Specialist Hospital,2025-07-27 20:33:00,Emergency Department,Formal Complaint Form,True,Overcrowding,There were too many patients in the service area.,Negative,Medium,Resolved,28.38,2.94,Patient Experience System,True
CMP0000455,EN001179,,KPJ_01,JCORP Specialist Hospital,2025-07-28 10:12:00,Inpatient Wards,Facebook,False,Facility Condition,The waiting area was not comfortable.,Negative,Low,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000456,EN001178,,KPJ_01,JCORP Specialist Hospital,2025-07-28 15:32:00,Outpatient Department,Formal Complaint Form,True,Poor Communication,The instructions provided were confusing.,Negative,Medium,Resolved,35.44,0.0,Patient Experience System,True
CMP0000457,EN001182,,KPJ_01,JCORP Specialist Hospital,2025-07-29 19:17:00,Inpatient Wards,Call Centre,True,Overcrowding,The department felt congested and uncomfortable.,Negative,Medium,Open,0.0,0.0,Patient Experience System,True
CMP0000458,EN001183,,KPJ_01,JCORP Specialist Hospital,2025-07-30 08:08:00,Emergency Department,Patient Portal,True,Poor Communication,The instructions provided were confusing.,Negative,Medium,Resolved,29.66,0.67,Patient Experience System,True
CMP0000459,EN001184,,KPJ_01,JCORP Specialist Hospital,2025-07-30 21:58:00,Outpatient Department,Facebook,False,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Not Applicable,35.38,0.0,Patient Experience System,True
CMP0000460,EN001186,VIS00156520,KPJ_01,JCORP Specialist Hospital,2025-07-31 17:23:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 15 minutes.,Negative,High,Resolved,29.04,4.9,Patient Experience System,True
CMP0000461,EN001187,VIS00156799,KPJ_01,JCORP Specialist Hospital,2025-07-31 08:38:00,Outpatient Department,Patient Portal,True,Poor Communication,The delay was not explained clearly.,Negative,Medium,Resolved,35.64,0.0,Patient Experience System,True
CMP0000462,EN001189,VIS00156962,KPJ_01,JCORP Specialist Hospital,2025-08-01 16:44:00,Emergency Department,Call Centre,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,High,Resolved,30.65,2.9,Patient Experience System,True
CMP0000463,EN001190,VIS00157078,KPJ_01,JCORP Specialist Hospital,2025-08-01 10:08:00,Outpatient Department,Call Centre,True,Staff Attitude,I expected more courtesy during the visit.,Negative,Medium,In Progress,34.87,0.0,Patient Experience System,True
CMP0000464,EN001192,,KPJ_01,JCORP Specialist Hospital,2025-08-02 15:16:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,Resolved,28.23,1.84,Patient Experience System,True
CMP0000465,EN001194,,KPJ_01,JCORP Specialist Hospital,2025-08-02 21:59:00,Inpatient Wards,Google Review,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000466,EN001199,VIS00158432,KPJ_01,JCORP Specialist Hospital,2025-08-04 19:35:00,Outpatient Department,Call Centre,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 35 minutes.,Negative,High,Open,34.15,0.0,Patient Experience System,True
CMP0000467,EN001202,VIS00158932,KPJ_01,JCORP Specialist Hospital,2025-08-05 11:25:00,Outpatient Department,Google Review,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 40 minutes.,Negative,High,Not Applicable,35.12,0.0,Patient Experience System,True
CMP0000468,EN001202,VIS00158635,KPJ_01,JCORP Specialist Hospital,2025-08-05 08:45:00,Outpatient Department,Facebook,False,Poor Communication,The instructions provided were confusing.,Negative,High,Not Applicable,35.12,0.0,Patient Experience System,True
CMP0000469,EN001204,VIS00159000,KPJ_01,JCORP Specialist Hospital,2025-08-06 10:10:00,Emergency Department,Patient Portal,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 6 minutes.,Negative,Medium,Resolved,29.06,3.42,Patient Experience System,True
CMP0000470,EN001206,,KPJ_01,JCORP Specialist Hospital,2025-08-06 11:06:00,Inpatient Wards,Patient Portal,True,Overcrowding,Patient flow appeared poorly managed.,Negative,High,Open,0.0,0.0,Patient Experience System,True
CMP0000471,EN001207,,KPJ_01,JCORP Specialist Hospital,2025-08-07 17:27:00,Emergency Department,Formal Complaint Form,True,Billing,There was confusion about the bill.,Negative,Low,In Progress,30.23,3.33,Patient Experience System,True
CMP0000472,EN001208,VIS00159725,KPJ_01,JCORP Specialist Hospital,2025-08-07 14:36:00,Outpatient Department,Call Centre,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,In Progress,34.82,0.0,Patient Experience System,True
CMP0000473,EN001210,VIS00159838,KPJ_01,JCORP Specialist Hospital,2025-08-08 08:20:00,Emergency Department,Patient Portal,True,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Resolved,27.48,1.37,Patient Experience System,True
CMP0000474,EN001213,,KPJ_01,JCORP Specialist Hospital,2025-08-09 16:55:00,Emergency Department,Patient Portal,True,Long Waiting Time,The waiting time was much longer than expected.,Negative,Medium,In Progress,28.12,1.67,Patient Experience System,True
CMP0000475,EN001217,VIS00160726,KPJ_01,JCORP Specialist Hospital,2025-08-10 09:25:00,Outpatient Department,Formal Complaint Form,True,Billing,The payment process took too long.,Negative,Medium,Open,34.87,0.0,Patient Experience System,True
CMP0000476,EN001219,,KPJ_01,JCORP Specialist Hospital,2025-08-11 21:28:00,Emergency Department,Formal Complaint Form,True,Staff Attitude,The service attitude did not meet expectations.,Negative,Medium,Resolved,28.0,2.9,Patient Experience System,True
CMP0000477,EN001222,VIS00161354,KPJ_01,JCORP Specialist Hospital,2025-08-12 18:42:00,Emergency Department,Facebook,False,Overcrowding,Patient flow appeared poorly managed.,Negative,High,Not Applicable,29.42,0.0,Patient Experience System,True
CMP0000478,EN001224,,KPJ_01,JCORP Specialist Hospital,2025-08-12 17:02:00,Inpatient Wards,Google Review,False,Facility Condition,The cleanliness of the area needs attention.,Negative,Low,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000479,EN001231,VIS00162772,KPJ_01,JCORP Specialist Hospital,2025-08-15 16:19:00,Emergency Department,Facebook,False,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 34 minutes.,Negative,High,Not Applicable,29.67,2.78,Patient Experience System,True
CMP0000480,EN001235,VIS00163435,KPJ_01,JCORP Specialist Hospital,2025-08-16 13:07:00,Outpatient Department,Google Review,False,Overcrowding,The department felt congested and uncomfortable.,Negative,High,Not Applicable,34.67,0.0,Patient Experience System,True
CMP0000481,EN001237,VIS00163568,KPJ_01,JCORP Specialist Hospital,2025-08-17 09:31:00,Emergency Department,Facebook,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,28.27,2.82,Patient Experience System,True
CMP0000482,EN001238,VIS00163730,KPJ_01,JCORP Specialist Hospital,2025-08-17 17:43:00,Outpatient Department,Patient Portal,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 58 minutes.,Negative,Medium,Resolved,34.68,0.0,Patient Experience System,True
CMP0000483,EN001241,,KPJ_01,JCORP Specialist Hospital,2025-08-18 10:25:00,Outpatient Department,Patient Portal,True,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,In Progress,34.6,0.0,Patient Experience System,True
CMP0000484,EN001244,,KPJ_01,JCORP Specialist Hospital,2025-08-19 19:26:00,Outpatient Department,Formal Complaint Form,True,Facility Condition,Some facilities were not functioning properly.,Negative,Medium,Resolved,34.93,0.0,Patient Experience System,True
CMP0000485,EN001246,VIS00164839,KPJ_01,JCORP Specialist Hospital,2025-08-20 12:29:00,Emergency Department,Formal Complaint Form,True,Poor Communication,The instructions provided were confusing.,Negative,Medium,Resolved,29.43,3.55,Patient Experience System,True
CMP0000486,EN001248,,KPJ_01,JCORP Specialist Hospital,2025-08-20 21:18:00,Inpatient Wards,Formal Complaint Form,True,Overcrowding,Patient flow appeared poorly managed.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000487,EN001250,VIS00165499,KPJ_01,JCORP Specialist Hospital,2025-08-21 21:48:00,Outpatient Department,Patient Portal,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Low,Open,35.58,0.0,Patient Experience System,True
CMP0000488,EN001253,VIS00165860,KPJ_01,JCORP Specialist Hospital,2025-08-22 10:05:00,Outpatient Department,Google Review,False,Poor Communication,No one updated us about the service delay.,Negative,High,Not Applicable,35.41,0.0,Patient Experience System,True
CMP0000489,EN001262,VIS00166884,KPJ_01,JCORP Specialist Hospital,2025-08-25 08:01:00,Outpatient Department,Call Centre,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,High,Resolved,35.71,0.0,Patient Experience System,True
CMP0000490,EN001271,VIS00168447,KPJ_01,JCORP Specialist Hospital,2025-08-28 17:03:00,Outpatient Department,Patient Portal,True,Overcrowding,Patient flow appeared poorly managed.,Negative,Medium,In Progress,35.1,0.0,Patient Experience System,True
CMP0000491,EN001277,VIS00169253,KPJ_01,JCORP Specialist Hospital,2025-08-30 19:31:00,Outpatient Department,Call Centre,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 39 minutes.,Negative,High,Resolved,34.95,0.0,Patient Experience System,True
CMP0000492,EN001285,VIS00170146,KPJ_01,JCORP Specialist Hospital,2025-09-02 17:47:00,Emergency Department,Call Centre,True,Overcrowding,Patient flow appeared poorly managed.,Negative,Medium,Resolved,29.32,2.21,Patient Experience System,True
CMP0000493,EN001287,,KPJ_01,JCORP Specialist Hospital,2025-09-02 20:14:00,Inpatient Wards,Call Centre,True,Overcrowding,Patient flow appeared poorly managed.,Negative,Medium,Open,0.0,0.0,Patient Experience System,True
CMP0000494,EN001291,VIS00171084,KPJ_01,JCORP Specialist Hospital,2025-09-04 13:43:00,Emergency Department,Formal Complaint Form,True,Billing,There was confusion about the bill.,Negative,Medium,Resolved,30.47,2.84,Patient Experience System,True
CMP0000495,EN001292,VIS00171265,KPJ_01,JCORP Specialist Hospital,2025-09-04 16:50:00,Outpatient Department,Call Centre,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Low,Resolved,35.19,0.0,Patient Experience System,True
CMP0000496,EN001295,VIS00171817,KPJ_01,JCORP Specialist Hospital,2025-09-05 15:36:00,Outpatient Department,Formal Complaint Form,True,Poor Communication,The delay was not explained clearly.,Negative,Medium,Resolved,35.05,0.0,Patient Experience System,True
CMP0000497,EN001300,VIS00172314,KPJ_01,JCORP Specialist Hospital,2025-09-07 20:33:00,Emergency Department,Call Centre,True,Overcrowding,There were too many patients in the service area.,Negative,Medium,Open,30.62,1.78,Patient Experience System,True
CMP0000498,EN001302,,KPJ_01,JCORP Specialist Hospital,2025-09-07 19:20:00,Inpatient Wards,Patient Portal,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000499,EN001301,VIS00172396,KPJ_01,JCORP Specialist Hospital,2025-09-07 21:57:00,Outpatient Department,Patient Portal,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 35 minutes.,Negative,Medium,Resolved,35.49,0.0,Patient Experience System,True
CMP0000500,EN001303,VIS00172566,KPJ_01,JCORP Specialist Hospital,2025-09-08 15:01:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,In Progress,30.28,2.7,Patient Experience System,True
CMP0000501,EN001303,,KPJ_01,JCORP Specialist Hospital,2025-09-08 20:16:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating.,Negative,Medium,In Progress,30.28,2.7,Patient Experience System,True
CMP0000502,EN001306,VIS00173002,KPJ_01,JCORP Specialist Hospital,2025-09-09 19:10:00,Emergency Department,Facebook,False,Billing,There was confusion about the bill.,Neutral,Low,Not Applicable,29.08,3.55,Patient Experience System,True
CMP0000503,EN001308,,KPJ_01,JCORP Specialist Hospital,2025-09-09 11:51:00,Inpatient Wards,Facebook,False,Long Waiting Time,My appointment was delayed and no clear update was given.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000504,EN001314,,KPJ_01,JCORP Specialist Hospital,2025-09-11 18:29:00,Inpatient Wards,Patient Portal,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,High,Resolved,0.0,0.0,Patient Experience System,True
CMP0000505,EN001317,,KPJ_01,JCORP Specialist Hospital,2025-09-12 11:11:00,Inpatient Wards,Facebook,False,Overcrowding,The department felt congested and uncomfortable.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000506,EN001316,VIS00174753,KPJ_01,JCORP Specialist Hospital,2025-09-12 20:13:00,Outpatient Department,Google Review,False,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Not Applicable,35.41,0.0,Patient Experience System,True
CMP0000507,EN001318,VIS00174851,KPJ_01,JCORP Specialist Hospital,2025-09-13 17:37:00,Emergency Department,Patient Portal,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 3 minutes.,Negative,Medium,In Progress,27.84,4.14,Patient Experience System,True
CMP0000508,EN001321,,KPJ_01,JCORP Specialist Hospital,2025-09-14 11:11:00,Emergency Department,Google Review,False,Long Waiting Time,The waiting time was much longer than expected.,Negative,Medium,Not Applicable,30.74,1.89,Patient Experience System,True
CMP0000509,EN001324,VIS00175472,KPJ_01,JCORP Specialist Hospital,2025-09-15 09:02:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,High,In Progress,29.49,3.55,Patient Experience System,True
CMP0000510,EN001327,VIS00175855,KPJ_01,JCORP Specialist Hospital,2025-09-16 10:17:00,Emergency Department,Facebook,False,Overcrowding,Patient flow appeared poorly managed.,Negative,Medium,Not Applicable,28.34,2.84,Patient Experience System,True
CMP0000511,EN001330,VIS00176373,KPJ_01,JCORP Specialist Hospital,2025-09-17 10:16:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Resolved,30.27,0.68,Patient Experience System,True
CMP0000512,EN001336,VIS00177388,KPJ_01,JCORP Specialist Hospital,2025-09-19 20:15:00,Emergency Department,Patient Portal,True,Staff Attitude,The interaction with staff could have been more professional.,Negative,High,Resolved,30.13,3.27,Patient Experience System,True
CMP0000513,EN001337,VIS00177690,KPJ_01,JCORP Specialist Hospital,2025-09-19 18:06:00,Outpatient Department,Google Review,False,Facility Condition,The environment did not feel well maintained.,Negative,Low,Not Applicable,34.87,0.0,Patient Experience System,True
CMP0000514,EN001337,VIS00177519,KPJ_01,JCORP Specialist Hospital,2025-09-19 20:52:00,Outpatient Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 24 minutes.,Negative,Medium,In Progress,34.87,0.0,Patient Experience System,True
CMP0000515,EN001348,VIS00178863,KPJ_01,JCORP Specialist Hospital,2025-09-23 15:36:00,Emergency Department,Facebook,False,Poor Communication,No one updated us about the service delay.,Negative,Low,Not Applicable,29.3,4.22,Patient Experience System,True
CMP0000516,EN001352,VIS00179590,KPJ_01,JCORP Specialist Hospital,2025-09-24 18:11:00,Outpatient Department,Formal Complaint Form,True,Billing,The billing explanation was not satisfactory.,Negative,Low,In Progress,34.59,0.0,Patient Experience System,True
CMP0000517,EN001367,VIS00181448,KPJ_01,JCORP Specialist Hospital,2025-09-29 14:58:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 44 minutes.,Negative,Medium,In Progress,35.07,0.0,Patient Experience System,True
CMP0000518,EN001375,,KPJ_01,JCORP Specialist Hospital,2025-10-02 15:35:00,Emergency Department,Patient Portal,True,Long Waiting Time,My appointment was delayed and no clear update was given.,Negative,Medium,Resolved,33.31,8.03,Patient Experience System,True
CMP0000519,EN001379,VIS00183296,KPJ_01,JCORP Specialist Hospital,2025-10-03 15:09:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 27 minutes.,Negative,High,Resolved,40.12,0.0,Patient Experience System,True
CMP0000520,EN001379,VIS00183313,KPJ_01,JCORP Specialist Hospital,2025-10-03 12:22:00,Outpatient Department,Google Review,False,Billing,I had difficulty understanding the charges.,Negative,Medium,Not Applicable,40.12,0.0,Patient Experience System,True
CMP0000521,EN001379,VIS00183436,KPJ_01,JCORP Specialist Hospital,2025-10-03 09:09:00,Outpatient Department,Google Review,False,Poor Communication,The delay was not explained clearly.,Negative,Medium,Not Applicable,40.12,0.0,Patient Experience System,True
CMP0000522,EN001381,VIS00183769,KPJ_01,JCORP Specialist Hospital,2025-10-04 20:33:00,Emergency Department,Patient Portal,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Resolved,34.3,7.82,Patient Experience System,True
CMP0000523,EN001381,,KPJ_01,JCORP Specialist Hospital,2025-10-04 09:34:00,Emergency Department,Formal Complaint Form,True,Overcrowding,There were too many patients in the service area.,Negative,Medium,Open,34.3,7.82,Patient Experience System,True
CMP0000524,EN001381,VIS00183765,KPJ_01,JCORP Specialist Hospital,2025-10-04 11:56:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 50 minutes.,Negative,Medium,Open,34.3,7.82,Patient Experience System,True
CMP0000525,EN001386,,KPJ_01,JCORP Specialist Hospital,2025-10-05 15:52:00,Inpatient Wards,Patient Portal,True,Facility Condition,Some facilities were not functioning properly.,Negative,Low,Resolved,0.0,0.0,Patient Experience System,True
CMP0000526,EN001385,,KPJ_01,JCORP Specialist Hospital,2025-10-05 10:29:00,Outpatient Department,Google Review,False,Insufficient Staff,Only a few staff members were handling many patients.,Negative,High,Not Applicable,39.94,0.0,Patient Experience System,True
CMP0000527,EN001390,VIS00184756,KPJ_01,JCORP Specialist Hospital,2025-10-07 08:13:00,Emergency Department,Patient Portal,True,Poor Communication,No one updated us about the service delay.,Negative,High,In Progress,34.66,3.27,Patient Experience System,True
CMP0000528,EN001390,VIS00184773,KPJ_01,JCORP Specialist Hospital,2025-10-07 20:39:00,Emergency Department,Facebook,False,Billing,The billing explanation was not satisfactory.,Negative,Medium,Not Applicable,34.66,3.27,Patient Experience System,True
CMP0000529,EN001393,VIS00185239,KPJ_01,JCORP Specialist Hospital,2025-10-08 09:02:00,Emergency Department,Call Centre,True,Billing,I had difficulty understanding the charges.,Negative,Low,Resolved,33.97,4.52,Patient Experience System,True
CMP0000530,EN001394,VIS00185345,KPJ_01,JCORP Specialist Hospital,2025-10-08 12:51:00,Outpatient Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 39 minutes.,Negative,Medium,Not Applicable,39.58,0.0,Patient Experience System,True
CMP0000531,EN001394,VIS00185480,KPJ_01,JCORP Specialist Hospital,2025-10-08 10:06:00,Outpatient Department,Google Review,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 26 minutes.,Negative,High,Not Applicable,39.58,0.0,Patient Experience System,True
CMP0000532,EN001394,VIS00185507,KPJ_01,JCORP Specialist Hospital,2025-10-08 20:08:00,Outpatient Department,Facebook,False,Billing,The billing explanation was not satisfactory.,Negative,Low,Not Applicable,39.58,0.0,Patient Experience System,True
CMP0000533,EN001396,,KPJ_01,JCORP Specialist Hospital,2025-10-09 16:46:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to.,Negative,High,Resolved,35.85,3.6,Patient Experience System,True
CMP0000534,EN001400,,KPJ_01,JCORP Specialist Hospital,2025-10-10 16:45:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,Resolved,40.02,0.0,Patient Experience System,True
CMP0000535,EN001400,,KPJ_01,JCORP Specialist Hospital,2025-10-10 14:50:00,Outpatient Department,Google Review,False,Insufficient Staff,Only a few staff members were handling many patients.,Negative,Medium,Not Applicable,40.02,0.0,Patient Experience System,True
CMP0000536,EN001402,VIS00186692,KPJ_01,JCORP Specialist Hospital,2025-10-11 15:27:00,Emergency Department,Call Centre,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,In Progress,35.38,5.45,Patient Experience System,True
CMP0000537,EN001402,VIS00186671,KPJ_01,JCORP Specialist Hospital,2025-10-11 17:00:00,Emergency Department,Facebook,False,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,High,Not Applicable,35.38,5.45,Patient Experience System,True
CMP0000538,EN001405,VIS00186984,KPJ_01,JCORP Specialist Hospital,2025-10-12 13:01:00,Emergency Department,Facebook,False,Overcrowding,There were too many patients in the service area.,Negative,High,Not Applicable,33.33,7.61,Patient Experience System,True
CMP0000539,EN001405,VIS00186914,KPJ_01,JCORP Specialist Hospital,2025-10-12 18:58:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 18 minutes.,Negative,High,Open,33.33,7.61,Patient Experience System,True
CMP0000540,EN001406,VIS00187199,KPJ_01,JCORP Specialist Hospital,2025-10-12 19:22:00,Outpatient Department,Facebook,False,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Not Applicable,39.56,0.0,Patient Experience System,True
CMP0000541,EN001408,VIS00187242,KPJ_01,JCORP Specialist Hospital,2025-10-13 12:25:00,Emergency Department,Facebook,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,High,Not Applicable,35.09,7.69,Patient Experience System,True
CMP0000542,EN001410,,KPJ_01,JCORP Specialist Hospital,2025-10-13 14:45:00,Inpatient Wards,Formal Complaint Form,True,Long Waiting Time,My appointment was delayed and no clear update was given.,Negative,High,Open,0.0,0.0,Patient Experience System,True
CMP0000543,EN001414,,KPJ_01,JCORP Specialist Hospital,2025-10-15 18:15:00,Emergency Department,Facebook,False,Long Waiting Time,The waiting time was much longer than expected.,Negative,Medium,Not Applicable,34.0,11.76,Patient Experience System,True
CMP0000544,EN001415,VIS00188444,KPJ_01,JCORP Specialist Hospital,2025-10-15 13:09:00,Outpatient Department,Facebook,False,Insufficient Staff,There did not seem to be enough staff available.,Negative,High,Not Applicable,39.91,0.0,Patient Experience System,True
CMP0000545,EN001421,VIS00189548,KPJ_01,JCORP Specialist Hospital,2025-10-17 11:58:00,Outpatient Department,Patient Portal,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Resolved,40.41,0.0,Patient Experience System,True
CMP0000546,EN001430,VIS00190479,KPJ_01,JCORP Specialist Hospital,2025-10-20 21:09:00,Outpatient Department,Call Centre,True,Billing,The billing explanation was not satisfactory.,Negative,Low,Resolved,40.05,0.0,Patient Experience System,True
CMP0000547,EN001430,VIS00190487,KPJ_01,JCORP Specialist Hospital,2025-10-20 14:17:00,Outpatient Department,Google Review,False,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Not Applicable,40.05,0.0,Patient Experience System,True
CMP0000548,EN001432,,KPJ_01,JCORP Specialist Hospital,2025-10-21 08:22:00,Emergency Department,Facebook,False,Staff Attitude,The staff member was not very helpful.,Negative,Medium,Not Applicable,32.84,7.24,Patient Experience System,True
CMP0000549,EN001438,VIS00191705,KPJ_01,JCORP Specialist Hospital,2025-10-23 13:46:00,Emergency Department,Google Review,False,Billing,There was confusion about the bill.,Negative,Medium,Not Applicable,34.09,6.83,Patient Experience System,True
CMP0000550,EN001438,VIS00191748,KPJ_01,JCORP Specialist Hospital,2025-10-23 20:14:00,Emergency Department,Patient Portal,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 36 minutes.,Negative,Medium,Open,34.09,6.83,Patient Experience System,True
CMP0000551,EN001439,,KPJ_01,JCORP Specialist Hospital,2025-10-23 18:04:00,Outpatient Department,Facebook,False,Billing,I had difficulty understanding the charges.,Negative,Medium,Not Applicable,41.03,0.0,Patient Experience System,True
CMP0000552,EN001441,VIS00192281,KPJ_01,JCORP Specialist Hospital,2025-10-24 15:36:00,Emergency Department,Google Review,False,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Not Applicable,34.0,5.81,Patient Experience System,True
CMP0000553,EN001444,,KPJ_01,JCORP Specialist Hospital,2025-10-25 19:36:00,Emergency Department,Patient Portal,True,Poor Communication,I did not receive enough information about what was happening.,Negative,High,Resolved,34.2,4.65,Patient Experience System,True
CMP0000554,EN001452,,KPJ_01,JCORP Specialist Hospital,2025-10-27 09:07:00,Inpatient Wards,Patient Portal,True,Overcrowding,The waiting area was overcrowded.,Negative,High,Resolved,0.0,0.0,Patient Experience System,True
CMP0000555,EN001451,VIS00193724,KPJ_01,JCORP Specialist Hospital,2025-10-27 17:09:00,Outpatient Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 41 minutes.,Negative,Medium,Not Applicable,40.22,0.0,Patient Experience System,True
CMP0000556,EN001453,VIS00193804,KPJ_01,JCORP Specialist Hospital,2025-10-28 13:06:00,Emergency Department,Facebook,False,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Not Applicable,32.37,8.33,Patient Experience System,True
CMP0000557,EN001457,VIS00194449,KPJ_01,JCORP Specialist Hospital,2025-10-29 13:11:00,Outpatient Department,Google Review,False,Billing,I had difficulty understanding the charges.,Negative,Medium,Not Applicable,39.66,0.0,Patient Experience System,True
CMP0000558,EN001461,,KPJ_01,JCORP Specialist Hospital,2025-10-30 10:08:00,Inpatient Wards,Patient Portal,True,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000559,EN001465,VIS00195805,KPJ_01,JCORP Specialist Hospital,2025-11-01 19:42:00,Emergency Department,Patient Portal,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 36 minutes.,Negative,Medium,In Progress,33.8,6.82,Patient Experience System,True
